"CATEGORY","CLUE","COUNT","DIFFICULTY"
"14","for 10 points, name this greek hero who performed twelve labors.","1","5"
"21","sprite sculptures were included in one of this architects since-demolished projects, the midway gardens.","1","4"
"17","dicke confirmed the accuracy of that statement about this property to 1 in 100 billion, improving on an earlier experiment in which lorand eotvos used a torsion balance to balance two forces caused by it.","1","6"
"21","in this work, potted plants are visible above the left shoulder of one of the central figures, and part of ared barn can be seen on the right.","1","1"
"15","for 10 points, name thiswriter of canto general [""canto heneral""] and twenty love poems and a song of despair, a poet fromchile.","1","6"
"19","this faiths sacred book, which is revered as though it were a personified spiritual leader, must be handled by a granthi, and its holiest building is the golden temple.","1","4"
"14","the ravens huginn and muninn rested upon his shoulders.","1","6"
"21","that work, carnaval, and his etudes symphoniques, were based on one of his relationships.","1","5"
"15","that poem, ""tomato,"" appears with ""maize,"" ""salt,"" and ""a large tuna in the market"" in his elemental odes.","1","3"
"19","one leader of this faith was so kind-hearted he dug six persian wells for some peasants to irrigate their fields.","1","6"
"25","for 10 points, name this author, who used symbolic logic to examine arithmetic in co-authoring the principia mathematica with alfred north whitehead.","1","6"
"15","another of his collections begins with ""body of a woman"" and contains a poem that begins ""tonight i can write the saddest lines.""","1","3"
"22","for 10 points, name this british economist who advocated deficit spending, the author of the general theory of employment, interest, and money.","1","4"
"18","the nihil novi was a 1505 act passed by its parliament, the sejm, and the confederation of targowica invited a russian invasion after the adoption of a liberal constitution.","1","6"
"21","serge koussevitsky commissioned this man to write his symphony for organ and orchestra.","1","6"
"26","this country suffered a diplomatic breakdown with venezuela after hugo chavez accused its president of being a ""puppy dog of the empire.""","1","7"
"18","for 10 points, name this frankish king, son of pepin the short, who, in 800 ce, was crowned the first holy roman emperor.","1","3"
"17","in the thin-layer type, retention factors can be calculated as the ratio of the migration distance of the mobile phase over that of the solvent front.","1","4"
"15","a character who withholds her ""gift"" of grace notes to get off work insists that her singing is not  ""piping"" in a story by this author, who revealed in a letter that one of his own flawed stories is represented by each of his title ""eleven sons.""","1","9"
"14","vamadeva and tatpurusa are two of the five mantras that represent this god, whose consort is parvati.","1","6"
"20","for 20 points, name this tourist hotspot.","1","3"
"20","the kiira power station lies on this river, as does the merowe dam, and cities on this river include juba and jinja.","1","3"
"17","this quantity is conservedin both elastic and inelastic collision.","1","5"
"19","for 10 points, name this christian sacrament that initiates recipients into the church and can involve the pouring of water.","1","2"
"20","copacabana and ipanema beaches are found in this city, and its slums are called  favelas.","1","3"
"14","this figure is told by apollo to go visit the thriae at the end of the longest homeric hymn, which is dedicated to him.","1","7"
"15","one character in this novel is a legion of honor winner who writes a series of editorials that put a blind man into an asylum.","1","6"
"19","adherents of this religion eat foods like fish wrapped in banana leaves and meat with potato chips on its""day of penitence,"" called pateti.","1","6"
"15","for 10 points, name chilean poet who wrote twenty love poems and a song of despair.","1","3"
"22","this author of stigma also claimed that appearances and interactions are ""stage-managed"" in a work that outlined his dramaturgical analysis.","1","7"
"15","at that party he meets the other title character, who is the cousin of tybalt.","1","1"
"21","that piece gained its nickname when a critic compared the first movement to observing the title phenomenon on lake lucerne.","1","6"
"20","the all-american canal is used to irrigate the imperial valley with waters from this river upon which  lake mead was created after the hoover dam was built.","1","3"
"17","a finite group g is generated through the pseudo form of this operation if and only if the ring of invariants of g acting on a finite-dimensional vector space form a polynomial ring.","1","9"
"18","so-called caspar-style surgery became widespread in this country after caspar schamberger served there.","1","8"
